SF_Id,Name,Object,Field,Before,After,Source,Action,Result,Error,Timestamp
a0BWR0000083yNN2AY,AGR-0696,Agreement__c,*record*,"{""Name"": ""AGR-0696"", ""Opportunity__c"": ""006WR00000wkDvIYAU"", ""Opportunity_Name"": ""Alameda Palms"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:02:59.546099
a0BWR0000083yNO2AY,AGR-0697,Agreement__c,*record*,"{""Name"": ""AGR-0697"", ""Opportunity__c"": ""006WR00000wkDvIYAU"", ""Opportunity_Name"": ""Alameda Palms"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:00.013375
a0BWR0000083yNQ2AY,AGR-0699,Agreement__c,*record*,"{""Name"": ""AGR-0699"", ""Opportunity__c"": ""006WR00000wkEZdYAM"", ""Opportunity_Name"": ""Strathmore Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:00.709549
a0BWR0000083yNR2AY,AGR-0700,Agreement__c,*record*,"{""Name"": ""AGR-0700"", ""Opportunity__c"": ""006WR00000wkEZdYAM"", ""Opportunity_Name"": ""Strathmore Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:01.312966
a0BWR0000083yNT2AY,AGR-0702,Agreement__c,*record*,"{""Name"": ""AGR-0702"", ""Opportunity__c"": ""006WR00000wkEZeYAM"", ""Opportunity_Name"": ""Heritage Park"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:01.692874
a0BWR0000083yNU2AY,AGR-0703,Agreement__c,*record*,"{""Name"": ""AGR-0703"", ""Opportunity__c"": ""006WR00000wkEZeYAM"", ""Opportunity_Name"": ""Heritage Park"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:02.052522
a0BWR0000083yNW2AY,AGR-0705,Agreement__c,*record*,"{""Name"": ""AGR-0705"", ""Opportunity__c"": ""006WR00000wkEZfYAM"", ""Opportunity_Name"": ""Crenshaw Terrace Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:02.664453
a0BWR0000083yNX2AY,AGR-0706,Agreement__c,*record*,"{""Name"": ""AGR-0706"", ""Opportunity__c"": ""006WR00000wkEZfYAM"", ""Opportunity_Name"": ""Crenshaw Terrace Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:03.026811
a0BWR0000083yNZ2AY,AGR-0708,Agreement__c,*record*,"{""Name"": ""AGR-0708"", ""Opportunity__c"": ""006WR00000wkEZgYAM"", ""Opportunity_Name"": ""University Courtyards Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:03.395447
a0BWR0000083yNa2AI,AGR-0709,Agreement__c,*record*,"{""Name"": ""AGR-0709"", ""Opportunity__c"": ""006WR00000wkEZgYAM"", ""Opportunity_Name"": ""University Courtyards Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:03.859491
a0BWR0000083yNc2AI,AGR-0711,Agreement__c,*record*,"{""Name"": ""AGR-0711"", ""Opportunity__c"": ""006WR00000wkEZhYAM"", ""Opportunity_Name"": ""Leimert Park"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:04.268288
a0BWR0000083yNd2AI,AGR-0712,Agreement__c,*record*,"{""Name"": ""AGR-0712"", ""Opportunity__c"": ""006WR00000wkEZhYAM"", ""Opportunity_Name"": ""Leimert Park"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:04.605509
a0BWR0000083yNf2AI,AGR-0714,Agreement__c,*record*,"{""Name"": ""AGR-0714"", ""Opportunity__c"": ""006WR00000wkEZiYAM"", ""Opportunity_Name"": ""Saratoga Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:05.018488
a0BWR0000083yNg2AI,AGR-0715,Agreement__c,*record*,"{""Name"": ""AGR-0715"", ""Opportunity__c"": ""006WR00000wkEZiYAM"", ""Opportunity_Name"": ""Saratoga Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:05.490547
a0BWR0000083yNi2AI,AGR-0717,Agreement__c,*record*,"{""Name"": ""AGR-0717"", ""Opportunity__c"": ""006WR00000wkEZjYAM"", ""Opportunity_Name"": ""Ladera Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:06.106905
a0BWR0000083yNj2AI,AGR-0718,Agreement__c,*record*,"{""Name"": ""AGR-0718"", ""Opportunity__c"": ""006WR00000wkEZjYAM"", ""Opportunity_Name"": ""Ladera Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:06.491091
a0BWR0000083yNl2AI,AGR-0720,Agreement__c,*record*,"{""Name"": ""AGR-0720"", ""Opportunity__c"": ""006WR00000wkEZkYAM"", ""Opportunity_Name"": ""The Oaks Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:06.928956
a0BWR0000083yNm2AI,AGR-0721,Agreement__c,*record*,"{""Name"": ""AGR-0721"", ""Opportunity__c"": ""006WR00000wkEZkYAM"", ""Opportunity_Name"": ""The Oaks Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:07.498991
a0BWR0000083yNo2AI,AGR-0723,Agreement__c,*record*,"{""Name"": ""AGR-0723"", ""Opportunity__c"": ""006WR00000wkEZlYAM"", ""Opportunity_Name"": ""Fallbrook View Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:07.854766
a0BWR0000083yNp2AI,AGR-0724,Agreement__c,*record*,"{""Name"": ""AGR-0724"", ""Opportunity__c"": ""006WR00000wkEZlYAM"", ""Opportunity_Name"": ""Fallbrook View Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:08.293424
a0BWR0000083yNr2AI,AGR-0726,Agreement__c,*record*,"{""Name"": ""AGR-0726"", ""Opportunity__c"": ""006WR00000wkEZmYAM"", ""Opportunity_Name"": ""Turnagain Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:08.705291
a0BWR0000083yNs2AI,AGR-0727,Agreement__c,*record*,"{""Name"": ""AGR-0727"", ""Opportunity__c"": ""006WR00000wkEZmYAM"", ""Opportunity_Name"": ""Turnagain Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:09.107357
a0BWR0000083yO62AI,AGR-0741,Agreement__c,*record*,"{""Name"": ""AGR-0741"", ""Opportunity__c"": ""006WR00000wkEZxYAM"", ""Opportunity_Name"": ""Villa Park Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:09.726079
a0BWR0000083yO72AI,AGR-0742,Agreement__c,*record*,"{""Name"": ""AGR-0742"", ""Opportunity__c"": ""006WR00000wkEZxYAM"", ""Opportunity_Name"": ""Villa Park Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:10.276464
a0BWR0000083yOV2AY,AGR-0766,Agreement__c,*record*,"{""Name"": ""AGR-0766"", ""Opportunity__c"": ""006WR00000wkEaHYAU"", ""Opportunity_Name"": ""Oxnard Terrace Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:10.966694
a0BWR0000083yOW2AY,AGR-0767,Agreement__c,*record*,"{""Name"": ""AGR-0767"", ""Opportunity__c"": ""006WR00000wkEaHYAU"", ""Opportunity_Name"": ""Oxnard Terrace Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:11.334274
a0BWR0000083yOY2AY,AGR-0769,Agreement__c,*record*,"{""Name"": ""AGR-0769"", ""Opportunity__c"": ""006WR00000wkEaIYAU"", ""Opportunity_Name"": ""Vassar Terrace Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:11.880144
a0BWR0000083yOZ2AY,AGR-0770,Agreement__c,*record*,"{""Name"": ""AGR-0770"", ""Opportunity__c"": ""006WR00000wkEaIYAU"", ""Opportunity_Name"": ""Vassar Terrace Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:12.425118
a0BWR0000083yOb2AI,AGR-0772,Agreement__c,*record*,"{""Name"": ""AGR-0772"", ""Opportunity__c"": ""006WR00000wkEaJYAU"", ""Opportunity_Name"": ""9404 Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:13.018676
a0BWR0000083yOc2AI,AGR-0773,Agreement__c,*record*,"{""Name"": ""AGR-0773"", ""Opportunity__c"": ""006WR00000wkEaJYAU"", ""Opportunity_Name"": ""9404 Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:13.614897
a0BWR0000083yOe2AI,AGR-0775,Agreement__c,*record*,"{""Name"": ""AGR-0775"", ""Opportunity__c"": ""006WR00000wkEaKYAU"", ""Opportunity_Name"": ""Villa Lago Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:14.049105
a0BWR0000083yOf2AI,AGR-0776,Agreement__c,*record*,"{""Name"": ""AGR-0776"", ""Opportunity__c"": ""006WR00000wkEaKYAU"", ""Opportunity_Name"": ""Villa Lago Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:14.387249
a0BWR0000083yOn2AI,AGR-0784,Agreement__c,*record*,"{""Name"": ""AGR-0784"", ""Opportunity__c"": ""006WR00000wkEaOYAU"", ""Opportunity_Name"": ""Regents Park Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:14.917567
a0BWR0000083yOo2AI,AGR-0785,Agreement__c,*record*,"{""Name"": ""AGR-0785"", ""Opportunity__c"": ""006WR00000wkEaOYAU"", ""Opportunity_Name"": ""Regents Park Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:15.379207
a0BWR0000083yOq2AI,AGR-0787,Agreement__c,*record*,"{""Name"": ""AGR-0787"", ""Opportunity__c"": ""006WR00000wkEaPYAU"", ""Opportunity_Name"": ""Lake Meadows Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:15.746986
a0BWR0000083yOr2AI,AGR-0788,Agreement__c,*record*,"{""Name"": ""AGR-0788"", ""Opportunity__c"": ""006WR00000wkEaPYAU"", ""Opportunity_Name"": ""Lake Meadows Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:16.199596
a0BWR0000083yOt2AI,AGR-0790,Agreement__c,*record*,"{""Name"": ""AGR-0790"", ""Opportunity__c"": ""006WR00000wkEaQYAU"", ""Opportunity_Name"": ""Woodland Trio The Oaks"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:16.578657
a0BWR0000083yOu2AI,AGR-0791,Agreement__c,*record*,"{""Name"": ""AGR-0791"", ""Opportunity__c"": ""006WR00000wkEaQYAU"", ""Opportunity_Name"": ""Woodland Trio The Oaks"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:17.034229
a0BWR0000083yOw2AI,AGR-0793,Agreement__c,*record*,"{""Name"": ""AGR-0793"", ""Opportunity__c"": ""006WR00000wkEaRYAU"", ""Opportunity_Name"": ""Baldwin Manor"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:17.630672
a0BWR0000083yOx2AI,AGR-0794,Agreement__c,*record*,"{""Name"": ""AGR-0794"", ""Opportunity__c"": ""006WR00000wkEaRYAU"", ""Opportunity_Name"": ""Baldwin Manor"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:18.021303
a0BWR0000083yOz2AI,AGR-0796,Agreement__c,*record*,"{""Name"": ""AGR-0796"", ""Opportunity__c"": ""006WR00000wkEaSYAU"", ""Opportunity_Name"": ""White Oak Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:18.573020
a0BWR0000083yP02AI,AGR-0797,Agreement__c,*record*,"{""Name"": ""AGR-0797"", ""Opportunity__c"": ""006WR00000wkEaSYAU"", ""Opportunity_Name"": ""White Oak Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:18.921332
a0BWR0000083yP22AI,AGR-0799,Agreement__c,*record*,"{""Name"": ""AGR-0799"", ""Opportunity__c"": ""006WR00000wkEaTYAU"", ""Opportunity_Name"": ""Bali Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:19.486742
a0BWR0000083yP32AI,AGR-0800,Agreement__c,*record*,"{""Name"": ""AGR-0800"", ""Opportunity__c"": ""006WR00000wkEaTYAU"", ""Opportunity_Name"": ""Bali Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:19.871022
a0BWR0000083yP52AI,AGR-0802,Agreement__c,*record*,"{""Name"": ""AGR-0802"", ""Opportunity__c"": ""006WR00000wkEaUYAU"", ""Opportunity_Name"": ""Corbett Avenue Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:20.284092
a0BWR0000083yP62AI,AGR-0803,Agreement__c,*record*,"{""Name"": ""AGR-0803"", ""Opportunity__c"": ""006WR00000wkEaUYAU"", ""Opportunity_Name"": ""Corbett Avenue Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:20.707329
a0BWR0000083yP82AI,AGR-0805,Agreement__c,*record*,"{""Name"": ""AGR-0805"", ""Opportunity__c"": ""006WR00000wkEaVYAU"", ""Opportunity_Name"": ""Chatsworth Plaza"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:21.095225
a0BWR0000083yP92AI,AGR-0806,Agreement__c,*record*,"{""Name"": ""AGR-0806"", ""Opportunity__c"": ""006WR00000wkEaVYAU"", ""Opportunity_Name"": ""Chatsworth Plaza"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:21.455433
a0BWR0000083yPB2AY,AGR-0808,Agreement__c,*record*,"{""Name"": ""AGR-0808"", ""Opportunity__c"": ""006WR00000wkEaWYAU"", ""Opportunity_Name"": ""John Manor"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:21.983525
a0BWR0000083yPC2AY,AGR-0809,Agreement__c,*record*,"{""Name"": ""AGR-0809"", ""Opportunity__c"": ""006WR00000wkEaWYAU"", ""Opportunity_Name"": ""John Manor"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:22.365452
a0BWR0000083yPE2AY,AGR-0811,Agreement__c,*record*,"{""Name"": ""AGR-0811"", ""Opportunity__c"": ""006WR00000wkEaXYAU"", ""Opportunity_Name"": ""Casa Linda"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:22.885757
a0BWR0000083yPF2AY,AGR-0812,Agreement__c,*record*,"{""Name"": ""AGR-0812"", ""Opportunity__c"": ""006WR00000wkEaXYAU"", ""Opportunity_Name"": ""Casa Linda"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:23.483528
a0BWR0000083yPH2AY,AGR-0814,Agreement__c,*record*,"{""Name"": ""AGR-0814"", ""Opportunity__c"": ""006WR00000wkEaYYAU"", ""Opportunity_Name"": ""Windsor Manor"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:23.889961
a0BWR0000083yPI2AY,AGR-0815,Agreement__c,*record*,"{""Name"": ""AGR-0815"", ""Opportunity__c"": ""006WR00000wkEaYYAU"", ""Opportunity_Name"": ""Windsor Manor"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:24.247564
a0BWR0000083yPK2AY,AGR-0817,Agreement__c,*record*,"{""Name"": ""AGR-0817"", ""Opportunity__c"": ""006WR00000wkEaZYAU"", ""Opportunity_Name"": ""Coliseum Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:24.654259
a0BWR0000083yPL2AY,AGR-0818,Agreement__c,*record*,"{""Name"": ""AGR-0818"", ""Opportunity__c"": ""006WR00000wkEaZYAU"", ""Opportunity_Name"": ""Coliseum Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:25.312219
a0BWR0000083yPN2AY,AGR-0820,Agreement__c,*record*,"{""Name"": ""AGR-0820"", ""Opportunity__c"": ""006WR00000wkEaaYAE"", ""Opportunity_Name"": ""Colonial Manor Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:25.840079
a0BWR0000083yPO2AY,AGR-0821,Agreement__c,*record*,"{""Name"": ""AGR-0821"", ""Opportunity__c"": ""006WR00000wkEaaYAE"", ""Opportunity_Name"": ""Colonial Manor Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:26.232509
a0BWR0000083yPQ2AY,AGR-0823,Agreement__c,*record*,"{""Name"": ""AGR-0823"", ""Opportunity__c"": ""006WR00000wkEabYAE"", ""Opportunity_Name"": ""San Vicente Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:26.663597
a0BWR0000083yPR2AY,AGR-0824,Agreement__c,*record*,"{""Name"": ""AGR-0824"", ""Opportunity__c"": ""006WR00000wkEabYAE"", ""Opportunity_Name"": ""San Vicente Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:27.077185
a0BWR0000083yPT2AY,AGR-0826,Agreement__c,*record*,"{""Name"": ""AGR-0826"", ""Opportunity__c"": ""006WR00000wkEacYAE"", ""Opportunity_Name"": ""St. Andrews Manor"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:27.734716
a0BWR0000083yPU2AY,AGR-0827,Agreement__c,*record*,"{""Name"": ""AGR-0827"", ""Opportunity__c"": ""006WR00000wkEacYAE"", ""Opportunity_Name"": ""St. Andrews Manor"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:28.392514
a0BWR0000083yPW2AY,AGR-0829,Agreement__c,*record*,"{""Name"": ""AGR-0829"", ""Opportunity__c"": ""006WR00000wkEadYAE"", ""Opportunity_Name"": ""Krystal Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:28.751660
a0BWR0000083yPX2AY,AGR-0830,Agreement__c,*record*,"{""Name"": ""AGR-0830"", ""Opportunity__c"": ""006WR00000wkEadYAE"", ""Opportunity_Name"": ""Krystal Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:29.182136
a0BWR0000083yPZ2AY,AGR-0832,Agreement__c,*record*,"{""Name"": ""AGR-0832"", ""Opportunity__c"": ""006WR00000wkEaeYAE"", ""Opportunity_Name"": ""Parkway Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:29.647928
a0BWR0000083yPa2AI,AGR-0833,Agreement__c,*record*,"{""Name"": ""AGR-0833"", ""Opportunity__c"": ""006WR00000wkEaeYAE"", ""Opportunity_Name"": ""Parkway Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:30.123108
a0BWR0000083yPc2AI,AGR-0835,Agreement__c,*record*,"{""Name"": ""AGR-0835"", ""Opportunity__c"": ""006WR00000wkEafYAE"", ""Opportunity_Name"": ""Kling Trio Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:30.666438
a0BWR0000083ySr2AI,AGR-0836,Agreement__c,*record*,"{""Name"": ""AGR-0836"", ""Opportunity__c"": ""006WR00000wkEafYAE"", ""Opportunity_Name"": ""Kling Trio Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:31.025316
a0BWR0000083ySt2AI,AGR-0838,Agreement__c,*record*,"{""Name"": ""AGR-0838"", ""Opportunity__c"": ""006WR00000wkEagYAE"", ""Opportunity_Name"": ""Jaclyn Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:31.423290
a0BWR0000083ySu2AI,AGR-0839,Agreement__c,*record*,"{""Name"": ""AGR-0839"", ""Opportunity__c"": ""006WR00000wkEagYAE"", ""Opportunity_Name"": ""Jaclyn Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:31.858314
a0BWR0000083ySw2AI,AGR-0841,Agreement__c,*record*,"{""Name"": ""AGR-0841"", ""Opportunity__c"": ""006WR00000wkEahYAE"", ""Opportunity_Name"": ""Brody Terrace (Riverside)"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:32.247022
a0BWR0000083ySx2AI,AGR-0842,Agreement__c,*record*,"{""Name"": ""AGR-0842"", ""Opportunity__c"": ""006WR00000wkEahYAE"", ""Opportunity_Name"": ""Brody Terrace (Riverside)"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:32.821083
a0BWR0000083ySz2AI,AGR-0844,Agreement__c,*record*,"{""Name"": ""AGR-0844"", ""Opportunity__c"": ""006WR00000wkEaiYAE"", ""Opportunity_Name"": ""Parkview Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:33.216997
a0BWR0000083yT02AI,AGR-0845,Agreement__c,*record*,"{""Name"": ""AGR-0845"", ""Opportunity__c"": ""006WR00000wkEaiYAE"", ""Opportunity_Name"": ""Parkview Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:33.565735
a0BWR0000083yT22AI,AGR-0847,Agreement__c,*record*,"{""Name"": ""AGR-0847"", ""Opportunity__c"": ""006WR00000wkEajYAE"", ""Opportunity_Name"": ""Roxanne Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:34.043989
a0BWR0000083yT32AI,AGR-0848,Agreement__c,*record*,"{""Name"": ""AGR-0848"", ""Opportunity__c"": ""006WR00000wkEajYAE"", ""Opportunity_Name"": ""Roxanne Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:34.439863
a0BWR0000083yT52AI,AGR-0850,Agreement__c,*record*,"{""Name"": ""AGR-0850"", ""Opportunity__c"": ""006WR00000wkEakYAE"", ""Opportunity_Name"": ""Riverside Villa Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:35.146987
a0BWR0000083yT62AI,AGR-0851,Agreement__c,*record*,"{""Name"": ""AGR-0851"", ""Opportunity__c"": ""006WR00000wkEakYAE"", ""Opportunity_Name"": ""Riverside Villa Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:35.512702
