SF_Id,Name,Object,Field,Before,After,Source,Action,Result,Error,Timestamp
006WR00000xwHL3YAM,Killeen_MDU_The Bungalows,Opportunity,*record*,"{""Name"": ""Killeen_MDU_The Bungalows"", ""StageName"": ""PAL/ROE Complete"", ""keeper_id"": ""006WR00000wkEboYAE"", ""child_agreement_ids"": [""a0BWR000008AyzB2AS""], ""child_oppcontact_ids"": [""a0EWR000008MMeo2AG"", ""a0EWR000008MSnR2AW""]}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:04:12.069658
006WR00000xuzoQYAQ,Killeen_MDU_Bradley Arms,Opportunity,*record*,"{""Name"": ""Killeen_MDU_Bradley Arms"", ""StageName"": ""PAL/ROE Complete"", ""keeper_id"": ""006WR00000wkCjuYAE"", ""child_agreement_ids"": [], ""child_oppcontact_ids"": [""a0EWR000008MQld2AG"", ""a0EWR000008MQnF2AW""]}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:04:12.477208
006WR00000xwGf7YAE,Killeen_MDU_117-121_W_Avenue_A,Opportunity,*record*,"{""Name"": ""Killeen_MDU_117-121_W_Avenue_A"", ""StageName"": ""Marketing/Bulk Complete"", ""keeper_id"": ""006WR00000wk9RtYAI"", ""child_agreement_ids"": [""a0BWR000008AyXl2AK"", ""a0BWR000008ZIn32AG"", ""a0BWR000008ZIof2AG""], ""child_oppcontact_ids"": [""a0EWR000008MQs52AG""]}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:04:13.091301
